index,Name,Email,Affiliation,Verified
Kwoh Chee Keong,Jian-Ping Mei,/citations?user=GxMZygQAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Kwoh Chee Keong,Xuchang Ouyang,/citations?user=WFv_BkAAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Kwoh Chee Keong,Yun Zheng,/citations?user=7tCTiIUAAAAJ&hl=en,"Professor of bioinformatics, Yunnan Agricultural University",Verified email at fudan.edu.cn
Kwoh Chee Keong,Weisi Lin,/citations?user=D_S41X4AAAAJ&hl=en,"Professor, Nanyang Technological Unversity",Verified email at ntu.edu.sg
Kwoh Chee Keong,Yulan He,/citations?user=SP9r32UAAAAJ&hl=en,"Professor, King's College London; Turing AI Fellow",Verified email at kcl.ac.uk
Kwoh Chee Keong,Joanna Holbrook,/citations?user=OkhWYOEAAAAJ&hl=en,"CSO, Cambridge Epigenetix",Verified email at cegx.co.uk
Kwoh Chee Keong,Guang Lan Zhang,/citations?user=iLRPgD4AAAAJ&hl=en,"CS Department, MET, Boston University; Dana-Farber Cancer Institute, Harvard Medical School",Verified email at bu.edu
Kwoh Chee Keong,Deyu Zhou,/citations?user=DvVelLcAAAAJ&hl=en,"Professor, School of computer science and engineering, SEU",Verified email at seu.edu.cn
Kwoh Chee Keong,Hong PAN,/citations?user=ar5FnDcAAAAJ&hl=en,Pan at Singapore Institute for Clinical Sciences,Verified email at sics.a-star.edu.sg
Kwoh Chee Keong,Baowei Fei,/citations?user=oZHexqIAAAAJ&hl=en,"Professor, Cecil & Ida Green Chair, CISI Director, UT Dallas and UT Southwestern",Verified email at utsouthwestern.edu
Lam Kwok Yan,Xun Yi,/citations?user=oDRazncAAAAJ&hl=en,"Professor of Cybersecurity, School of Computing Technologies, RMIT University",Verified email at rmit.edu.au
Lam Kwok Yan,Dusit (Tao) Niyato,/citations?user=T8sVhLMAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Lam Kwok Yan,Anupam Chattopadhyay,/citations?user=TIt4ggwAAAAJ&hl=en,"Associate Professor, SCSE, SPMS, NTU, Singapore",Verified email at ntu.edu.sg
Lam Kwok Yan,Chi-Hung Chi,/citations?user=lwwf1EoAAAAJ&hl=en,CSIRO,Verified email at csiro.au
Lam Kwok Yan,Mengmeng Yang,/citations?user=nNRL4_UAAAAJ&hl=en,"Data61, CSIRO, Australia",Verified email at data61.csiro.au
Lam Kwok Yan,Sumei Sun,/citations?user=xGp4deUAAAAJ&hl=en,Institute for Infocomm Research,Verified email at i2r.a-star.edu.sg
Lam Kwok Yan,Yang Zhao,/citations?user=JEG76EoAAAAJ&hl=en,"Agency for Science, Technology and Research (A*STAR)",Verified email at simtech.a-star.edu.sg
Lam Kwok Yan,Muhammad Baqer Mollah,/citations?user=VijQVZYAAAAJ&hl=en,ECE @ UMass Dartmouth,Verified email at umassd.edu
Lam Kwok Yan,Xiuhua Li,/citations?user=NNZ2sdgAAAAJ&hl=en,"Professor, School of Big Data & Software Engineering, Chongqing University",Verified email at cqu.edu.cn
Lam Kwok Yan,Huaxiong Wang,/citations?user=IE7M2mgAAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Lam Kwok Yan,Andreas Burg,/citations?user=Uf6DIFMAAAAJ&hl=en,EPFL - Telecommunications Circuits Laboratory,Verified email at epfl.ch
Lam Kwok Yan,Xiaohu You,/citations?user=ePea8JMAAAAJ&hl=en,东南大学信息通信教授,Verified email at seu.edu.cn
Lam Kwok Yan,Siu-Ming Yiu,/citations?user=QFNVqjEAAAAJ&hl=en,"Professor of Computer Science, The University of Hong Kong",Verified email at cs.hku.hk
Lam Siew Kei,Jigang Wu,/citations?user=Br_m_PwAAAAJ&hl=en,Guangdong University of Technology,Verified email at gdut.edu.cn
Lam Siew Kei,C T Clarke,/citations?user=UOW2MEAAAAAJ&hl=en,University of Bath,Verified email at bath.ac.uk
Lam Siew Kei,Yan Lin Aung,/citations?user=Qvpr4kkAAAAJ&hl=en,"Postdoctoral Research Fellow, Singapore University of Technology and Design",Verified email at sutd.edu.sg
Lam Siew Kei,Nirmala Ramakrishnan,/citations?user=9m4ig7ES4ZkC&hl=en,"Instructor, National University of Singapore",Verified email at nus.edu.sg
Lam Siew Kei,Long Chen,/citations?user=Ls8rAm4AAAAJ&hl=en,Guangdong University of Technology,Verified email at gdut.edu.cn
Lam Siew Kei,Thinh Hung Pham,/citations?user=HsMFSVsAAAAJ&hl=en,"Postdoctoral Research Associate, University of Bristol",Verified email at e.ntu.edu.sg
Lam Siew Kei,Sirin Haddad,/citations?user=vGmkcrQAAAAJ&hl=en,"PhD. Student, Nanyang Technological University",Verified email at e.ntu.edu.sg
Lam Siew Kei,Wei He(何唯),/citations?user=-c76TN4AAAAJ&hl=en,"School of Computer Science and Engineering, Nanyang Technological University, Singapore",Verified email at e.ntu.edu.sg
Lam Siew Kei,Fangxin Ning,/citations?user=C43sZ-gAAAAJ&hl=en,,Verified email at ntu.edu.sg
Lam Siew Kei,Kadiyala sai praveen,/citations?user=cs0V9WEAAAAJ&hl=en,Katz School of Health and Science,Verified email at yu.edu
Lam Siew Kei,Duvindu Piyasena,/citations?user=sM7hYhoAAAAJ&hl=en,Nanyang Technologica University,Verified email at ntu.edu.sg
Lam Siew Kei,Amit Kumar Singh,/citations?user=u7D-NSUAAAAJ&hl=en,"University of Essex, UK",Verified email at essex.ac.uk
Lam Siew Kei,Bhavan Jasani,/citations?user=NYEz_7YAAAAJ&hl=en,"Applied Scientist II, Amazon AWS AI labs",Verified email at alumni.cmu.edu
Lam Siew Kei,Vijayan Asari,/citations?user=JLhA4-8AAAAJ&hl=en,Professor of Electrical and Computer Engineering and ORS Endowed Chair in Wide Area Surveillance,Verified email at udayton.edu
Lam Siew Kei,Alexander Fell,/citations?user=OBn0xd8AAAAJ&hl=en,Singapore Institute of Technology,Verified email at iiitd.ac.in
Lam Siew Kei,Debdeep Mukhopadhyay,/citations?user=lfhvrhYAAAAJ&hl=en,"Professor, Dept of Computer Science and Engineering, IIT Kharagpur, India",Verified email at cse.iitkgp.ac.in
Lam Siew Kei,Suchitra Sathyanarayana,/citations?user=kuuLgfwAAAAJ&hl=en,"Science Manager, Amazon ML Solutions Lab (AWS)",Verified email at amazon.com
Lam Siew Kei,Rohan Juneja,/citations?user=n4IgZDYAAAAJ&hl=en,"Doctoral Student, National University of Singapore",Verified email at comp.nus.edu.sg
Lam Siew Kei,Vivek Chaturvedi,/citations?user=uLCnTDEAAAAJ&hl=en,"Indian Institute of Technology, Palakkad",Verified email at iitpkd.ac.in
Lam Siew Kei,Rohith R,/citations?user=0GkRM3UAAAAJ&hl=en,Intuit,Verified email at goa.bits-pilani.ac.in
Lee Bu Sung,,,,
Li Boyang,Mark Riedl,/citations?user=Yg_QjxcAAAAJ&hl=en,"Professor of Computing, Georgia Institute of Technology",Verified email at cc.gatech.edu
Li Boyang,Chunyan Miao,/citations?user=fmXGRJgAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Li Boyang,Han Yu,/citations?user=eXgoTXMAAAAJ&hl=en,"Nanyang Assistant Professor, Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Li Boyang,Stephen Lee-Urban,/citations?user=X-m72rAAAAAJ&hl=en,"Senior Research Scientist, Georgia Tech Research Institute",Verified email at gtri.gatech.edu
Li Boyang,Leonid Sigal,/citations?user=P2mG6rcAAAAJ&hl=en,"Professor, University of British Columbia",Verified email at cs.ubc.ca
Li Boyang,"Mohamed Elhoseiny, Ph.D.",/citations?user=iRBUTOAAAAAJ&hl=en,"Assistant Professor, KAUST (hiring postdocs & grad students)",Verified email at kaust.edu.sa
Li Boyang,Jun Chen,/citations?user=9G2OQmkAAAAJ&hl=en,"PhD candidate,  King Abdullah University of Science and Technology",Verified email at kaust.edu.sa
Li Boyang,Yanwei Fu,/citations?user=Vg54TcsAAAAJ&hl=en,Fudan University,Verified email at fudan.edu.cn
Li Boyang,Yu-Gang Jiang,/citations?user=f3_FP8AAAAAJ&hl=en,"Professor, Fudan University. Fellow of IAPR.",Verified email at fudan.edu.cn
Li Boyang,Dejing Dou,/citations?user=qBHsQ04AAAAJ&hl=en,"BCG X, Baidu Research, University of Oregon, Yale",Verified email at cs.uoregon.edu
Li Boyang,Steven C.H. Hoi,/citations?user=JoLjflYAAAAJ&hl=en,Managing Director of Salesforce Research Asia; IEEE Fellow; Professor at SMU,Verified email at smu.edu.sg
Li Boyang,Matthew Guzdial,/citations?user=jKqmTbIAAAAJ&hl=en,"Assistant Professor, University of Alberta",Verified email at ualberta.ca
Li Boyang,Iolanda Leite,/citations?user=tyKNvM8AAAAJ&hl=en,Associate Professor at KTH Royal Institute of Technology,Verified email at kth.se
Li Boyang,Jill Fain Lehman,/citations?user=Ew7rg2cAAAAJ&hl=en,"Senior Project Scientist, Carnegie Mellon University",Verified email at andrew.cmu.edu
Li Boyang,Han Guo,/citations?user=Ix1cHeMAAAAJ&hl=en,Carnegie Mellon University,Verified email at cs.cmu.edu
Li Boyang,Xu Guo,/citations?user=JpRTl9kAAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at e.ntu.edu.sg
Li Boyang,André Pereira,/citations?user=fBJDdTgAAAAJ&hl=en,KTH Royal Institute Of Technology,Verified email at kth.se
Li Boyang,Kenneth Church,/citations?user=E6aqGvYAAAAJ&hl=en,Northeastern University,Verified email at northeastern.edu
Li Boyang,Huijuan Xu,/citations?user=eml8HfQAAAAJ&hl=en,"Assistant Professor, CSE Dept., Pennsylvania State University",Verified email at psu.edu
Li Boyang,Kate Saenko,/citations?user=9xDADY4AAAAJ&hl=en,Boston University,Verified email at bu.edu
Li Mo,Yunhao Liu,/citations?user=hon00PIAAAAJ&hl=en,"ACM Fellow, IEEE Fellow, CCF Fellow, Tsinghua University",Verified email at tsinghua.edu.cn
Li Mo,Zhenjiang Li,/citations?user=Q9AV25UAAAAJ&hl=en,"Department of Computer Science, City University of Hong Kong",Verified email at cityu.edu.hk
Li Mo,Yuanqing Zheng,/citations?user=dX8YgiQAAAAJ&hl=en,The Hong Kong Polytechnic University,Verified email at comp.polyu.edu.hk
Li Mo,Pengfei Zhou,/citations?user=7bEQ7XkAAAAJ&hl=en,University of Pittsburgh,Verified email at pitt.edu
Li Mo,Wan Du,/citations?user=5AIv8YoAAAAJ&hl=en,"Computer Science and Engineering, UC Merced",Verified email at ucmerced.edu
Li Mo,Yaxiong Xie,/citations?user=ByqnKOkAAAAJ&hl=en,"Assistant Professor, CSE, University at Buffalo",Verified email at buffalo.edu
Li Mo,Jansen Christian Liando,/citations?user=NMJKx6UAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Li Mo,Jiliang Wang,/citations?user=akREQHQAAAAJ&hl=en,Tsinghua University,Verified email at tsinghua.edu.cn
Li Mo,Guobin Shen,/citations?user=egm70s0AAAAJ&hl=en,"Zepp Labs, Inc.",Verified email at ieee.org
Li Mo,Yuan He,/citations?user=5ojW7_UAAAAJ&hl=en,Tsinghua University,Verified email at greenorbs.com
Li Mo,Zhidan Liu,/citations?user=wCzfY2QAAAAJ&hl=en,"Associate Professor, Shenzhen University",Verified email at szu.edu.cn
Li Mo,Kyle Jamieson,/citations?user=--nVNvIAAAAJ&hl=en,"Professor, Princeton University",Verified email at princeton.edu
Li Mo,Shiqi Jiang,/citations?user=HKgNscQAAAAJ&hl=en,Microsoft Research,Verified email at microsoft.com
Li Mo,Lei Yang,/citations?user=rvlURhkAAAAJ&hl=en,The Hong Kong Polytechnic University,Verified email at tagsys.org
Li Mo,Huanle Zhang,/citations?user=Xm4NYnsAAAAJ&hl=en,"Associate Professor of Computer Science, Shandong University, China",Verified email at sdu.edu.cn
Li Mo,Longfei Shangguan,/citations?user=JsQoLTQAAAAJ&hl=en,"Assistant Professor, CS, University of Pittsburgh",Verified email at pitt.edu
Li Mo,"Bingsheng He, 何丙胜",/citations?user=RogYLKYAAAAJ&hl=en,"Professor, Department of Computer Science, National University of Singapore",Verified email at comp.nus.edu.sg
Li Mo,Prasant Mohapatra,/citations?user=Zc018qEAAAAJ&hl=en,"Professor of Computer Science and Engineering, University of South Florida",Verified email at usf.edu
Li Mo,Zhichao Cao,/citations?user=td3RSWYAAAAJ&hl=en,Michigan State University,Verified email at greenorbs.com
Li Mo,"Deke Guo, Professor, IEEE Senior Me...",/citations?user=BQRNKssAAAAJ&hl=en,National University of Defense Technology,Verified email at nudt.edu.cn
Li Yi,Yang Liu,/citations?user=_Pvgwd0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Li Yi,Marsha Chechik,/citations?user=CYfxRVIAAAAJ&hl=en," Professor of Computer Science, University of Toronto",Verified email at cs.toronto.edu
Li Yi,Xiaofei Xie,/citations?user=FfcZfJgAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Li Yi,Shang-Wei Lin,/citations?user=sCbkO2oAAAAJ&hl=en,"Assistant Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Li Yi,Julia Rubin,/citations?user=IQNUPWgRnRsC&hl=en,University of British Columbia,Verified email at ubc.ca
Li Yi,Lei Ma,/citations?user=xsfGc58AAAAJ&hl=en,"Associate Professor, The University of Tokyo, Japan & University of Alberta, Canada",Verified email at acm.org
Li Yi,Chenguang Zhu,/citations?user=08WK2s4AAAAJ&hl=en,"Research Scientist, Meta AI",Verified email at meta.com
Li Yi,Jianjun Zhao,/citations?user=PZZ0iygAAAAJ&hl=en,Kyushu University,Verified email at ait.kyushu-u.ac.jp
Li Yi,Ye liu,/citations?user=UlTURB0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Li Yi,Aws Albarghouthi,/citations?user=CUbC2zYAAAAJ&hl=en,University of Wisconsin–Madison,Verified email at cs.wisc.edu
Li Yi,Arie Gurfinkel,/citations?user=WHTB3_MAAAAJ&hl=en,University of Waterloo,Verified email at uwaterloo.ca
Li Yi,Xiaoning Du,/citations?user=TtA9_B0AAAAJ&hl=en,"Lecturer (a.k.a. Assistant Professor), Monash University",Verified email at monash.edu
Li Yi,Palina Tolmach,/citations?user=KmjceS0AAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Li Yi,Hongxu Chen,/citations?user=IgLxRM8AAAAJ&hl=en,Huawei Technologies Co. Ltd,Verified email at huawei.com
Li Yi,Zachary Kincaid,/citations?user=uT9We9MAAAAJ&hl=en,Princeton University,Verified email at cs.princeton.edu
Li Yi,Sahar Badihi,/citations?user=TCZ7fhkAAAAJ&hl=en,PhD student in University of British Columbia,Verified email at ece.ubc.ca
Li Yi,Jin Song Dong,/citations?user=tuLa1AsAAAAJ&hl=en,"Professor of Computer Science, National University of Singapore",Verified email at nus.edu.sg
Li Yi,Sun Jun,/citations?user=DVsEyn0AAAAJ&hl=en,"Professor of SCIS, SMU",Verified email at smu.edu.sg
Li Yi,Cyrille Artho,/citations?user=wrWmPRQAAAAJ&hl=en,"KTH Royal Institute of Technology, Sweden",Verified email at kth.se
Li Yi,Yulei Sui,/citations?user=wGHqq1cAAAAJ&hl=en,University of New South Wales (UNSW Sydney),Verified email at unsw.edu.au
Lim Wei Yang Bryan,Dusit (Tao) Niyato,/citations?user=T8sVhLMAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Lim Wei Yang Bryan,Chunyan Miao,/citations?user=fmXGRJgAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Lim Wei Yang Bryan,Zehui Xiong,/citations?user=n4CH4M4AAAAJ&hl=en,Singapore University of Technology and Design (SUTD),Verified email at sutd.edu.sg
Lim Wei Yang Bryan,Cyril Leung,/citations?user=8NHgUicAAAAJ&hl=en,"Professor, Department of Electrical and Computer Engineering, University of British Columbia (UBC)",Verified email at ece.ubc.ca
Lim Wei Yang Bryan,Qiang Yang (杨强）,/citations?user=1LxWZLQAAAAJ&hl=en,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair",Verified email at cse.ust.hk
Lim Wei Yang Bryan,"Mohsen Guizani, FIEEE",/citations?user=RigrYkcAAAAJ&hl=en,Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI),Verified email at mbzuai.ac.ae
Lim Wei Yang Bryan,HV Poor,/citations?user=Dq93mOUAAAAJ&hl=en,"Michael Henry Strater University Professor, Princeton University",Verified email at princeton.edu
Lim Wei Yang Bryan,Hongchao Jiang,/citations?user=Ub_ak1IAAAAJ&hl=en,"Research Fellow, Alibaba-NTU Joint Research Institute",Verified email at e.ntu.edu.sg
Lin Guosheng,Chunhua Shen,/citations?user=Ljk2BvIAAAAJ&hl=en,Zhejiang University,Verified email at zju.edu.cn
Lin Guosheng,Fayao Liu,/citations?user=AxY1-SIAAAAJ&hl=en,"Institute for Infocomm Research, A*STAR",Verified email at i2r.a-star.edu.sg
Lin Guosheng,Ian D Reid,/citations?user=ATkNLcQAAAAJ&hl=en,Mohammad Bin Zayed University of Artificial Intelligence and University of Adelaide,Verified email at adelaide.edu.au
Lin Guosheng,Anton van den Hengel,/citations?user=nMGZ2ZQAAAAJ&hl=en,Director of Applied Science at Amazon and Director of the Centre for Augmented Reasoning at AIML.,Verified email at adelaide.edu.au
Lin Guosheng,Qingyao Wu,/citations?user=n6e_2IgAAAAJ&hl=en,"School of Software Engineering, South China University of Technology",Verified email at scut.edu.cn
Lin Guosheng,Rui Yao,/citations?user=AveCc5QAAAAJ&hl=en,Ph.D,Verified email at cumt.edu.cn
Lin Guosheng,Anton Milan,/citations?user=LGx06n8AAAAJ&hl=en,Amazon,Verified email at amazon.com
Lin Guosheng,Jianfei Cai,/citations?user=N6czCoUAAAAJ&hl=en,"Professor of Data Science & AI, Monash University",Verified email at monash.edu
Lin Guosheng,Weide Liu,/citations?user=QzsQSD0AAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,Yukun Su,/citations?user=O00rbxoAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,Weisi Lin,/citations?user=D_S41X4AAAAJ&hl=en,"Professor, Nanyang Technological Unversity",Verified email at ntu.edu.sg
Lin Guosheng,Tzu-Yi HUNG,/citations?user=W_GZKeYAAAAJ&hl=en,"Delta Research Center, Singapore",Verified email at deltaww.com
Lin Guosheng,Ruibo Li,/citations?user=qtGY5T4AAAAJ&hl=en,PhD student at the Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,Fengmao Lv,/citations?user=tJStjDQAAAAJ&hl=en,"School of Computing and Artificial Intelligence, Southwest Jiaotong University",Verified email at swjtu.edu.cn
Lin Guosheng,Zhonghua Wu,/citations?user=wMDgLCYAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,WANG Hao,/citations?user=856zi9EAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,Zichuan Liu,/citations?user=-H18WY8AAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Guosheng,David Suter,/citations?user=moJRxjoAAAAJ&hl=en,Prof. Edith Cowan University,Verified email at ecu.edu.au
Lin Guosheng,Professor Javen Qinfeng Shi,/citations?user=h6O9vYkAAAAJ&hl=en,"Director for Causal AI Group, University of Adelaide",Verified email at adelaide.edu.au
Lin Guosheng,Sheng Yang,/citations?user=EgoKticAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Lin Shang-Wei,Yang Liu,/citations?user=_Pvgwd0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Lin Shang-Wei,Sun Jun,/citations?user=DVsEyn0AAAAJ&hl=en,"Professor of SCIS, SMU",Verified email at smu.edu.sg
Lin Shang-Wei,Pao-Ann Hsiung,/citations?user=cJwCu0IAAAAJ&hl=en,National Chung Cheng University,Verified email at ccu.edu.tw
Lin Shang-Wei,Yi Li,/citations?user=B61QIUIAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Lin Shang-Wei,Jin Song Dong,/citations?user=tuLa1AsAAAAJ&hl=en,"Professor of Computer Science, National University of Singapore",Verified email at nus.edu.sg
Lin Shang-Wei,David Sanán,/citations?user=pcE_peAAAAAJ&hl=en,Singapore Institute of Technologie,Verified email at singaporetech.edu.sg
Lin Shang-Wei,Zhenchang Xing,/citations?user=0vCxuH4AAAAJ&hl=en,"Senior Principal Research Scientist, CSIRO's Data61 & Australian National University",Verified email at csiro.au
Lin Shang-Wei,Alwen Tiu,/citations?user=92pa9z8AAAAJ&hl=en,"School of Computing, The Australian National University",Verified email at anu.edu.au
Lin Shang-Wei,Étienne André,/citations?user=9eslfRkAAAAJ&hl=en,"Université Paris 13, LIPN, CNRS, UMR 7030, F-93430, Villetaneuse, France",Verified email at univ-paris13.fr
Lin Shang-Wei,Yuekang Li,/citations?user=tuJEDb4AAAAJ&hl=en,"Lecturer (Assistant Professor), University of New South Wales",Verified email at unsw.edu.au
Lin Shang-Wei,Bihuan Chen,/citations?user=Cz-4wl0AAAAJ&hl=en,"Associate Professor, Fudan University",Verified email at fudan.edu.cn
Lin Shang-Wei,Hao Xiao,/citations?user=FVt-YwYAAAAJ&hl=en,Veracode,Verified email at veracode.com
Lin Shang-Wei,Yuan Zhou (周远),/citations?user=LpQcf2UAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Lin Shang-Wei,Chun-Hsian Huang,/citations?user=_nuJI64AAAAJ&hl=en,"Department of Computer Science and Information Engineering, National Taitung University, Taiwan",Verified email at nttu.edu.tw
Lin Shang-Wei,Henri Hansen,/citations?user=VQs_WlcAAAAJ&hl=en,"Docent, University Lecturer, Mathematics, Tampere University",Verified email at tuni.fi
Lin Shang-Wei,Li Jiaying,/citations?user=nP1iwxMAAAAJ&hl=en,Research Scientist,Verified email at smu.edu.sg
Lin Shang-Wei,Jing Sun,/citations?user=H7pUxUAAAAAJ&hl=en,"Associate Professor, School of Computer Science, University of Auckland, New Zealand",Verified email at auckland.ac.nz
Lin Weisi,,,,
Liu Weichen,Jiang Xu,/citations?user=IxOQVaEAAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at ust.hk
Liu Weichen,Nan Guan,/citations?user=3C7SPAgAAAAJ&hl=en,City University of Hong Kong,Verified email at cityu.edu.hk
Liu Weichen,Mengquan Li,/citations?user=7sRcJiDSFv8C&hl=en,Hunan University,Verified email at hnu.edu.cn
Liu Weichen,Wei Zhang,/citations?user=1nl6hScAAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at ust.hk
Liu Weichen,Lei Yang,/citations?user=UTTE_wEAAAAJ&hl=en,George Mason University,Verified email at gmu.edu
Liu Weichen,Di Liu,/citations?user=3e9kkccAAAAJ&hl=en,"Associate Professor, Norwegian University of Science and Technology",Verified email at ntnu.no
Liu Weichen,Mahdi Nikdast,/citations?user=y48KryIAAAAJ&hl=en,"Electrical and Computer Engineering, Colorado State University",Verified email at colostate.edu
Liu Weichen,Zhehui Wang,/citations?user=oztI8WgAAAAJ&hl=en,"Agency for Science, Technology and Research (A*STAR)",Verified email at ihpc.a-star.edu.sg
Liu Weichen,Duo Liu,/citations?user=LSmCSQsAAAAJ&hl=en,Chongqing University,Verified email at cqu.edu.cn
Liu Weichen,Hao Kong,/citations?user=CBLdvP4AAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Liu Weichen,Shuo Huai,/citations?user=HWwI12YAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Liu Weichen,Weiwen Jiang,/citations?user=62oDIG4AAAAJ&hl=en,George Mason University,Verified email at gmu.edu
Liu Weichen,Hui Chen,/citations?user=3cCzJvEAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Liu Weichen,Zonghua Gu,/citations?user=RJXo0ggAAAAJ&hl=en,Umeå University,Verified email at umu.se
Liu Weichen,Luan H.K. Duong,/citations?user=V0vB3MQAAAAJ&hl=en,Senior Research Scientist (Postdoctoral Researcher),Verified email at zetamotion.com
Liu Weichen,Yu Wang (汪玉),/citations?user=j8JGVvoAAAAJ&hl=en,"Department of Electronic Engineering, Tsinghua University, China",Verified email at mail.tsinghua.edu.cn
Liu Weichen,Kan Zhong,/citations?user=NhMgNbAAAAAJ&hl=en,"Graduate Student of Computer Science, Chongqing University.",Verified email at cqu.edu.cn
Liu Weichen,Wang Yi,/citations?user=_ynjrUUAAAAJ&hl=en,"Professor of Embedded Systems, Uppsala University",Verified email at it.uu.se
Liu Weichen,Liang Feng,/citations?user=vUFmMrQAAAAJ&hl=en,Chongqing University,Verified email at cqu.edu.cn
Liu Weichen,Xue (Steve) Liu,/citations?user=rfLIRakAAAAJ&hl=en,Fellow CAE; Fellow IEEE; Prof@McGill Univ.; VP R&D@Samsung AI; Chair ACM SIGBED; Mila,Verified email at cs.mcgill.ca
Liu Yang,Sun Jun,/citations?user=DVsEyn0AAAAJ&hl=en,"Professor of SCIS, SMU",Verified email at smu.edu.sg
Liu Yang,Jin Song Dong,/citations?user=tuLa1AsAAAAJ&hl=en,"Professor of Computer Science, National University of Singapore",Verified email at nus.edu.sg
Liu Yang,Xiaofei Xie,/citations?user=FfcZfJgAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Liu Yang,Lei Ma,/citations?user=xsfGc58AAAAJ&hl=en,"Associate Professor, The University of Tokyo, Japan & University of Alberta, Canada",Verified email at acm.org
Liu Yang,Felix Juefei-Xu,/citations?user=dgN8vtwAAAAJ&hl=en,"Research Scientist, GenAI at Meta",Verified email at cmu.edu
Liu Yang,Sen Chen,/citations?user=OeYEPdAAAAAJ&hl=en,"Associate Professor, Tianjin University",Verified email at tju.edu.cn
Liu Yang,Bihuan Chen,/citations?user=Cz-4wl0AAAAJ&hl=en,"Associate Professor, Fudan University",Verified email at fudan.edu.cn
Liu Yang,"Guo, Qing (郭青)",/citations?user=Rj2x4QUAAAAJ&hl=en,"Investigator, CFAR, A*STAR, and Adjunct Assistant Professor at NUS",Verified email at ieee.org
Liu Yang,Shang-Wei Lin,/citations?user=sCbkO2oAAAAJ&hl=en,"Assistant Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Liu Yang,Jianjun Zhao,/citations?user=PZZ0iygAAAAJ&hl=en,Kyushu University,Verified email at ait.kyushu-u.ac.jp
Liu Yang,Lingling Fan,/citations?user=ioPdbtUAAAAJ&hl=en,"Associate Professor, Nankai University",Verified email at nankai.edu.cn
Liu Yang,Guozhu Meng,/citations?user=fpE34K0AAAAJ&hl=en,Associate Professor with Chinese Academy of Sciences,Verified email at iie.ac.cn
Liu Yang,Yuekang Li,/citations?user=tuJEDb4AAAAJ&hl=en,"Lecturer (Assistant Professor), University of New South Wales",Verified email at unsw.edu.au
Liu Yang,Yinxing Xue,/citations?user=-niwrOIAAAAJ&hl=en,"Research Professor (Pre-Tenure), University of Science and Technology of China",Verified email at ustc.edu.cn
Liu Yang,Hongxu Chen,/citations?user=IgLxRM8AAAAJ&hl=en,Huawei Technologies Co. Ltd,Verified email at huawei.com
Liu Yang,Ting Su,/citations?user=GHPWI7oAAAAJ&hl=en,"East China Normal University, China",Verified email at sei.ecnu.edu.cn
Liu Yang,Jason (Minhui) Xue,/citations?user=jdqkm1IAAAAJ&hl=en,"Senior Research Scientist, CSIRO's Data61",Verified email at data61.csiro.au
Liu Yang,Mahin Chandramohan,/citations?user=a-EU35oAAAAJ&hl=en,NTU Singapore,Verified email at e.ntu.edu.sg
Liu Yang,Tianwei Zhang,/citations?user=9vpiYDIAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
